id,type,district,lon,lat,level
N_1679,junction,ภาษีเจริญ,100.44011,13.70912,-1
N_168,junction,จอมทอง,100.45836,13.65786,-1
N_1680,junction,ภาษีเจริญ,100.4405,13.70989,-1
N_1681,junction,ภาษีเจริญ,100.44055,13.70899,-1
N_1682,junction,ภาษีเจริญ,100.44103,13.70996,-1
N_1683,junction,ภาษีเจริญ,100.42556,13.71867,-1
N_1684,junction,ภาษีเจริญ,100.42654,13.71877,-1
N_1685,junction,หนองจอก,100.86907,13.81357,-1
N_1686,junction,หนองจอก,100.87072,13.81629,-1
N_1687,junction,ตลิ่งชัน,100.41122,13.7592,-1
N_1688,junction,ตลิ่งชัน,100.41167,13.76236,-1
N_1689,junction,หนองจอก,100.90691,13.78692,-1
N_169,junction,จอมทอง,100.45823,13.65717,-1
N_1690,junction,หนองจอก,100.88238,13.76899,-1
N_1691,junction,หนองจอก,100.86587,13.75984,-1
N_1692,junction,หนองจอก,100.8764,13.75862,-1
N_1693,junction,ราษฎร์บูรณะ,100.49403,13.68494,-1
N_1694,junction,ราษฎร์บูรณะ,100.49278,13.68203,-1
N_1695,junction,บางกอกใหญ่,100.47042,13.72494,-1
N_1696,junction,บางกอกใหญ่,100.46811,13.72436,-1
N_1697,junction,ลาดพร้าว,100.60483,13.84277,-1
N_1698,junction,ลาดพร้าว,100.60196,13.84044,-1
N_1699,junction,บางกอกใหญ่,100.47781,13.73892,-1
N_17,junction,หนองจอก,100.85669,13.82077,-1
N_170,junction,บางคอแหลม,100.50227,13.68624,-1
N_1700,junction,บางกอกใหญ่,100.4778,13.74339,-1
N_1701,junction,สะพานสูง,100.68324,13.77,-1
N_1702,junction,สะพานสูง,100.69021,13.77076,-1
N_1703,junction,ประเวศ,100.69103,13.67093,-1
N_1704,junction,ประเวศ,100.6818,13.67339,-1
N_1705,junction,ตลิ่งชัน,100.42234,13.75772,-1
N_1706,junction,ตลิ่งชัน,100.42163,13.75322,-1
N_1707,junction,หนองจอก,100.7986,13.79945,-1
N_1708,junction,หนองจอก,100.81592,13.79577,-1
N_1709,junction,พระนคร,100.49471,13.76574,-1
N_171,junction,บางคอแหลม,100.505,13.69374,-1
N_1710,junction,พระนคร,100.50604,13.75554,-1
N_1711,junction,พระนคร,100.49982,13.73867,-1
N_1712,junction,หลักสี่,100.56177,13.86641,-1
N_1713,junction,หลักสี่,100.55997,13.85446,-1
N_1714,junction,คลองสามวา,100.77568,13.87474,-1
N_1715,junction,คลองสามวา,100.7738,13.88624,-1
N_1716,junction,จอมทอง,100.45528,13.71199,-1
N_1717,junction,จอมทอง,100.45588,13.70838,-1
N_1718,junction,บึงกุ่ม,100.67656,13.78662,-1
N_1719,junction,คันนายาว,100.67862,13.78297,-1
N_172,junction,บางขุนเทียน,100.40158,13.63771,-1
N_1720,junction,บางขุนเทียน,100.39978,13.59661,-1
N_1721,junction,บางขุนเทียน,100.38852,13.63038,-1
N_1722,junction,ทุ่งครุ,100.50936,13.61989,-1
N_1723,junction,ป้อมปราบศัตรูพ่าย,100.51025,13.758,-1
N_1724,junction,ป้อมปราบศัตรูพ่าย,100.50999,13.75652,-1
N_1725,junction,บางบอน,100.38725,13.64726,-1
N_1726,junction,บางบอน,100.37558,13.66819,-1
N_1727,junction,บางพลัด,100.5017,13.79185,-1
N_1728,junction,บางขุนเทียน,100.4658,13.604,-1
N_1729,junction,บางพลัด,100.49868,13.77171,-1
N_173,junction,บางขุนเทียน,100.41419,13.63859,-1
N_1730,junction,บางพลัด,100.49547,13.77313,-1
N_1731,junction,ทุ่งครุ,100.48844,13.61544,-1
N_1732,junction,ทุ่งครุ,100.48558,13.59087,-1
N_1733,junction,บางขุนเทียน,100.42652,13.66097,-1
N_1734,junction,บางขุนเทียน,100.4297,13.64592,-1
N_1735,junction,ลาดกระบัง,100.83243,13.75104,-1
N_1736,junction,ลาดกระบัง,100.8323,13.74196,-1
N_1737,junction,ทุ่งครุ,100.50825,13.62324,-1
N_1738,junction,ทุ่งครุ,100.50549,13.61127,-1
N_1739,junction,ทุ่งครุ,100.50114,13.63218,-1
N_174,junction,จอมทอง,100.45588,13.6661,-1
N_1740,junction,ทุ่งครุ,100.51686,13.63641,-1
N_1741,junction,ทุ่งครุ,100.5149,13.62994,-1
N_1742,junction,ทุ่งครุ,100.49371,13.62374,-1
N_1743,junction,ทุ่งครุ,100.48745,13.62392,-1
N_1744,junction,ธนบุรี,100.49484,13.73085,-1
N_1745,junction,ธนบุรี,100.49,13.72911,-1
N_1746,junction,บางขุนเทียน,100.47181,13.65143,-1
N_1747,junction,บางขุนเทียน,100.44692,13.64724,-1
N_1748,junction,ดุสิต,100.51415,13.77955,-1
N_1749,junction,ดุสิต,100.51489,13.7811,-1
N_175,junction,จอมทอง,100.45523,13.66617,-1
N_1750,junction,ตลิ่งชัน,100.4253,13.77371,-1
N_1751,junction,ตลิ่งชัน,100.42646,13.77768,-1
N_1752,junction,บางขุนเทียน,100.43703,13.56718,-1
N_1753,junction,ภาษีเจริญ,100.43574,13.70971,-1
N_1754,junction,หนองแขม,100.37623,13.683,-1
N_1755,junction,หนองแขม,100.374,13.68215,-1
N_1756,junction,จอมทอง,100.45702,13.70253,-1
N_1757,junction,ทุ่งครุ,100.49552,13.61418,-1
N_1758,junction,ทุ่งครุ,100.49962,13.59562,-1
N_1759,junction,คลองสาน,100.50089,13.70623,-1
N_176,junction,ลาดพร้าว,100.63144,13.83393,-1
N_1760,junction,คลองสาน,100.49453,13.71321,-1
N_1761,junction,บางขุนเทียน,100.44673,13.64485,-1
N_1762,junction,บางขุนเทียน,100.46041,13.64821,-1
N_1763,junction,บางบอน,100.39755,13.653,-1
N_1764,junction,บางบอน,100.35558,13.65285,-1
N_1765,junction,บางบอน,100.39789,13.65342,-1
N_1766,junction,ภาษีเจริญ,100.44867,13.71521,-1
N_1767,junction,ภาษีเจริญ,100.44815,13.72186,-1
N_1768,junction,บางขุนเทียน,100.44875,13.63154,-1
N_1769,junction,บางขุนเทียน,100.47502,13.63328,-1
N_177,junction,ลาดพร้าว,100.62859,13.84265,-1
N_1770,junction,ตลิ่งชัน,100.41017,13.75939,-1
N_1771,junction,ตลิ่งชัน,100.41055,13.76244,-1
N_1772,junction,บางขุนเทียน,100.4674,13.63511,-1
N_1773,junction,บางขุนเทียน,100.4743,13.63664,-1
N_1774,junction,ทุ่งครุ,100.47476,13.63527,-1
N_1775,junction,ทุ่งครุ,100.48057,13.63466,-1
N_1776,junction,ทุ่งครุ,100.49259,13.63281,-1
N_1777,junction,ทวีวัฒนา,100.38823,13.75213,-1
N_1778,junction,ทวีวัฒนา,100.38833,13.75664,-1
N_1779,junction,ลาดกระบัง,100.84604,13.77069,-1
N_178,junction,ภาษีเจริญ,100.42674,13.74059,-1
N_1780,junction,บางขุนเทียน,100.38949,13.57098,-1
N_1781,junction,บางขุนเทียน,100.39461,13.57604,-1
N_1782,junction,บางขุนเทียน,100.38895,13.57712,-1
N_1783,junction,ทวีวัฒนา,100.37895,13.76605,-1
N_1784,junction,ทวีวัฒนา,100.37873,13.76094,-1
N_1785,junction,ตลิ่งชัน,100.40969,13.75951,-1
N_1786,junction,ตลิ่งชัน,100.41014,13.76241,-1
N_1787,junction,บางขุนเทียน,100.44937,13.59228,-1
N_1788,junction,บางขุนเทียน,100.41923,13.5883,-1
N_1789,junction,ทุ่งครุ,100.4751,13.63205,-1
N_179,junction,ภาษีเจริญ,100.43119,13.73783,-1
N_1790,junction,ทวีวัฒนา,100.38703,13.75227,-1
N_1791,junction,ทวีวัฒนา,100.38717,13.7567,-1
N_1792,junction,บางเขน,100.59456,13.88756,-1
N_1793,junction,บางเขน,100.60429,13.87128,-1
N_1794,junction,ตลิ่งชัน,100.4215,13.76194,-1
N_1795,junction,ตลิ่งชัน,100.42132,13.75787,-1
N_1796,junction,บางขุนเทียน,100.45121,13.61405,-1
N_1797,junction,บางขุนเทียน,100.47211,13.62396,-1
N_1798,junction,ทวีวัฒนา,100.38606,13.75241,-1
N_1799,junction,ทวีวัฒนา,100.38633,13.75679,-1
N_18,junction,บางบอน,100.40935,13.66887,-1
N_180,junction,ยานนาวา,100.55145,13.69801,-1
N_1800,junction,ทุ่งครุ,100.51808,13.63494,-1
N_1801,junction,ภาษีเจริญ,100.42723,13.69085,-1
N_1802,junction,ภาษีเจริญ,100.42932,13.68833,-1
N_1803,junction,หนองแขม,100.34207,13.71189,-1
N_1804,junction,หนองแขม,100.36833,13.71879,-1
N_1805,junction,บางกอกใหญ่,100.48,13.72749,-1
N_1806,junction,บางกอกใหญ่,100.48205,13.72382,-1
N_1807,junction,ภาษีเจริญ,100.44913,13.72974,-1
N_1808,junction,ภาษีเจริญ,100.44942,13.73552,-1
N_1809,junction,บางคอแหลม,100.52496,13.70077,-1
N_181,junction,วัฒนา,100.58702,13.74292,-1
N_1810,junction,บางคอแหลม,100.52067,13.69575,-1
N_1811,junction,คลองสามวา,100.78736,13.87998,-1
N_1812,junction,คลองสามวา,100.7994,13.84937,-1
N_1813,junction,ราษฎร์บูรณะ,100.49667,13.65762,-1
N_1814,junction,ราษฎร์บูรณะ,100.50618,13.68563,-1
N_1815,junction,ทุ่งครุ,100.48745,13.59353,-1
N_1816,junction,ทุ่งครุ,100.49039,13.65017,-1
N_1817,junction,บางแค,100.42249,13.72915,-1
N_1818,junction,บางแค,100.42248,13.73005,-1
N_1819,junction,ยานนาวา,100.5301,13.69043,-1
N_182,junction,วัฒนา,100.59947,13.73802,-1
N_1820,junction,ยานนาวา,100.52084,13.67969,-1
N_1821,junction,หนองแขม,100.34619,13.69946,-1
N_1822,junction,หนองแขม,100.37702,13.70048,-1
N_1823,junction,บางคอแหลม,100.50141,13.69956,-1
N_1824,junction,บางคอแหลม,100.49209,13.69115,-1
N_1825,junction,ประเวศ,100.68932,13.66359,-1
N_1826,junction,ประเวศ,100.6818,13.67338,-1
N_1827,junction,คลองสาน,100.4985,13.71091,-1
N_1828,junction,คลองสาน,100.50175,13.70676,-1
N_1829,junction,บางแค,100.4224,13.70599,-1
N_183,junction,หนองจอก,100.86568,13.84572,-1
N_1830,junction,บางแค,100.42449,13.70008,-1
N_1831,junction,สวนหลวง,100.60746,13.71589,-1
N_1832,junction,สวนหลวง,100.61126,13.72167,-1
N_1833,junction,คลองสาน,100.50396,13.70833,-1
N_1834,junction,คลองสาน,100.49304,13.71576,-1
N_1835,junction,จอมทอง,100.46838,13.69123,-1
N_1836,junction,จอมทอง,100.47397,13.69388,-1
N_1837,junction,ตลิ่งชัน,100.43048,13.74234,-1
N_1838,junction,ตลิ่งชัน,100.43205,13.74827,-1
N_1839,junction,หนองจอก,100.84144,13.77358,-1
N_184,junction,หนองจอก,100.86793,13.8395,-1
N_1840,junction,หนองจอก,100.84109,13.7706,-1
N_1841,junction,ตลิ่งชัน,100.41494,13.75854,-1
N_1842,junction,ตลิ่งชัน,100.41333,13.74789,-1
N_1843,junction,จอมทอง,100.46891,13.66446,-1
N_1844,junction,ภาษีเจริญ,100.43766,13.70805,-1
N_1845,junction,ภาษีเจริญ,100.43712,13.70815,-1
N_1846,junction,ภาษีเจริญ,100.43456,13.69906,-1
N_1847,junction,ภาษีเจริญ,100.42646,13.70285,-1
